0.184778	18.2808	18.2808	5.48424
0.191699	28.5927	28.5927	8.57781
0.159089	23.8922	23.8922	7.16766
0.151273	30.6373	30.6373	9.19119
0.123168	10.7137	10.7137	3.21411
0.112611	5.35088	5.35088	1.60526
0.123969	6.44345	6.44345	1.93304
0.107377	3.92864	3.92864	0.000392864
0.107592	5.04162	5.04162	1.51249
0.100245	2.53339	2.53339	0.000253339
0.159426	10.5132	10.5132	3.15396
0.212926	23.0809	23.0809	6.92427
0.190485	9.60578	9.60578	2.88173
0.170006	4.01875	4.01875	0.000401875
0.160698	7.7874	7.7874	2.33622
0.180098	6.85716	6.85716	2.05715
0.262341	72.3463	72.3463	21.7039
0.284822	106.534	106.534	31.9602
0.253357	47.8931	47.8931	14.3679
0.261592	61.1933	61.1933	18.358
0.22007	24.2839	24.2839	7.28517
0.222053	32.545	32.545	9.7635
0.178228	7.24853	7.24853	2.17456
0.18714	10.6236	10.6236	3.18708
0.230989	50.5391	50.5391	15.1617
0.251925	73.136	73.136	21.9408
0.231274	25.8289	25.8289	7.74867
0.208982	12.1451	12.1451	3.64353
0.223013	5.81114	5.81114	1.74334
0.237899	7.76407	7.76407	2.32922
0.255741	23.7305	23.7305	7.11915
0.258298	16.8749	16.8749	5.06247
0.219057	4.2084	4.2084	1.26252
0.253614	10.1343	10.1343	3.04029
0.217121	7.63875	7.63875	2.29162
0.282296	35.2815	35.2815	10.5845
0.285484	68.601	68.601	20.5803
0.270752	78.12	78.12	23.436
0.326871	367.132	367.132	110.14
0.280823	93.3577	93.3577	28.0073
0.265837	44.0379	44.0379	13.2114
0.296878	91.4481	91.4481	27.4344
0.251997	45.0656	45.0656	13.5197
0.302129	101.47	101.47	30.441
0.34832	433.608	433.608	130.082
0.332865	278.211	278.211	83.4633
0.322549	270.36	270.36	81.108
0.383046	951.295	951.295	285.388
0.413886	1086.06	1086.06	325.818
0.414614	1307.99	1307.99	392.397
0.370521	352.696	352.696	105.809
0.379975	430.092	430.092	129.028
0.366268	329.046	329.046	98.7138
0.401293	962.831	962.831	288.849
0.373206	1135.89	1135.89	340.767
0.301715	294.556	294.556	88.3668
0.290212	182.889	182.889	54.8667
0.262111	76.6371	76.6371	22.9911
0.275566	122.083	122.083	36.6249
0.275033	143.608	143.608	43.0824
0.196895	30.0745	30.0745	9.02235
0.205652	47.3696	47.3696	14.2109
0.176886	34.6528	34.6528	10.3958
0.165126	38.802	38.802	11.6406
0.10221	5.35597	5.35597	1.60679
0.107123	7.59105	7.59105	2.27731
0.127087	9.26743	9.26743	2.78023
0.119508	8.51926	8.51926	2.55578
0.112505	4.56565	4.56565	1.36969
0.126038	4.71611	4.71611	0.000471611
0.112902	3.33902	3.33902	0.000333902
0.175498	12.0588	12.0588	3.61764
0.186	12.0147	12.0147	3.60441
0.153294	2.37447	2.37447	0.000237447
0.167679	4.42392	4.42392	1.32718
0.18757	9.27369	9.27369	2.78211
0.147853	5.85606	5.85606	1.75682
0.15572	7.53995	7.53995	2.26199
0.228385	20.8392	20.8392	6.25176
0.228468	34.6219	34.6219	10.3866
0.25234	55.891	55.891	16.7673
0.219608	25.7888	25.7888	7.73664
0.20495	15.0891	15.0891	4.52673
0.20411	19.9788	19.9788	5.99364
0.182026	12.8086	12.8086	3.84258
0.262506	61.7994	61.7994	18.5398
0.205133	12.0113	12.0113	3.60339
0.234543	18.0745	18.0745	5.42235
0.226125	9.84804	9.84804	2.95441
0.242603	11.7674	11.7674	3.53022
0.214668	5.21774	5.21774	1.56532
0.255568	11.9947	11.9947	3.59841
0.247766	8.83255	8.83255	2.64976
0.238175	8.25041	8.25041	2.47512
0.247151	15.4516	15.4516	4.63548
0.259863	19.3725	19.3725	5.81175
0.274558	45.1739	45.1739	13.5522
0.293287	89.5667	89.5667	26.87
0.331688	252.921	252.921	75.8763
0.308116	153.872	153.872	46.1616
0.282587	108.911	108.911	32.6733
0.281824	115.656	115.656	34.6968
0.287983	96.7443	96.7443	29.0233
0.270996	71.5535	71.5535	21.466
0.296339	167.107	167.107	50.1321
0.306067	274.464	274.464	82.3392
0.344013	504.315	504.315	151.294
0.446819	3316.12	3316.12	994.836
0.404789	1660.44	1660.44	498.132
0.426712	1994.33	1994.33	598.299
0.366367	469.504	469.504	140.851
0.42066	1043.22	1043.22	312.966
0.387424	1117.25	1117.25	335.175
0.392125	1370.79	1370.79	411.237
0.372865	1702.03	1702.03	510.609
0.319613	475.397	475.397	142.619
0.286018	179.975	179.975	53.9925
0.280589	166.961	166.961	50.0883
0.25962	80.0047	80.0047	24.0014
0.261919	121.913	121.913	36.5739
0.239617	36.6004	36.6004	10.9801
0.211306	38.3106	38.3106	11.4932
0.164679	18.5334	18.5334	5.56002
0.191994	46.6524	46.6524	13.9957
0.144211	13.3315	13.3315	3.99945
0.124365	7.87857	7.87857	2.36357
0.100218	6.40553	6.40553	1.92166
0.125839	9.48926	9.48926	2.84678
0.143795	6.95112	6.95112	2.08534
0.153773	5.42787	5.42787	1.62836
0.125485	2.29742	2.29742	0.000229742
0.12604	2.4784	2.4784	0.00024784
0.11513	2.12551	2.12551	0.000212551
0.130803	2.62131	2.62131	0.000262131
0.161045	3.45982	3.45982	1.03795
0.158927	4.70184	4.70184	1.41055
0.125421	2.69407	2.69407	0.000269407
0.159774	6.60707	6.60707	1.98212
0.159334	4.90993	4.90993	1.47298
0.156551	3.54429	3.54429	0.000354429
0.192119	11.493	11.493	3.4479
0.221061	12.0014	12.0014	3.60042
0.229739	15.6692	15.6692	4.70076
0.198969	9.81506	9.81506	2.94452
0.184656	4.34157	4.34157	1.30247
0.222792	12.6171	12.6171	3.78513
0.242659	19.7792	19.7792	5.93376
0.225541	10.1616	10.1616	3.04848
0.233032	8.4493	8.4493	2.53479
0.250573	7.59847	7.59847	2.27954
0.23078	5.20408	5.20408	1.56122
0.237793	8.53728	8.53728	2.56118
0.248209	9.21744	9.21744	2.76523
0.271155	18.4357	18.4357	5.53071
0.274399	20.007	20.007	6.0021
0.255051	27.2087	27.2087	8.16261
0.234321	19.4738	19.4738	5.84214
0.330752	169.791	169.791	50.9373
0.305522	130.478	130.478	39.1434
0.265981	58.0261	58.0261	17.4078
0.266806	50.2235	50.2235	15.0671
0.316103	327.883	327.883	98.3649
0.312718	246.356	246.356	73.9068
0.274988	150.442	150.442	45.1326
0.297092	280.167	280.167	84.0501
0.296124	347.397	347.397	104.219
0.32946	377.891	377.891	113.367
0.407181	2203.84	2203.84	661.152
0.433028	2709.17	2709.17	812.751
0.428363	2615.81	2615.81	784.743
0.398738	1011.91	1011.91	303.573
0.408206	1567.75	1567.75	470.325
0.407065	1741.92	1741.92	522.576
0.36486	1167.18	1167.18	350.154
0.351651	1051.68	1051.68	315.504
0.336164	662.854	662.854	198.856
0.325383	625.695	625.695	187.709
0.28683	284.233	284.233	85.2699
0.290634	294.164	294.164	88.2492
0.278459	166.647	166.647	49.9941
0.262019	77.339	77.339	23.2017
0.264624	148.049	148.049	44.4147
0.190206	26.6173	26.6173	7.98519
0.214629	41.6934	41.6934	12.508
0.142827	10.3014	10.3014	3.09042
0.096754	5.36533	5.36533	0.000536533
0.130773	9.97435	9.97435	2.9923
0.131578	8.9277	8.9277	2.67831
0.150168	7.24694	7.24694	2.17408
0.123283	2.29576	2.29576	0.000229576
0.141349	2.78555	2.78555	0.000278555
0.105009	1.71715	1.71715	0.000171715
0.097912	0.803372	0.803372	8.03372e-05
0.124959	1.68358	1.68358	0.000168358
0.109427	0.919366	0.919366	9.19366e-05
0.137425	1.40978	1.40978	0.000140978
0.154155	5.29637	5.29637	1.58891
0.15301	3.88776	3.88776	1.16633
0.137168	1.21072	1.21072	0.000121072
0.12089	1.41659	1.41659	0.000141659
0.148012	3.51416	3.51416	1.05425
0.175973	5.74454	5.74454	1.72336
0.183405	4.55022	4.55022	1.36507
0.188052	5.49859	5.49859	1.64958
0.172876	5.42212	5.42212	1.62664
0.215257	8.74507	8.74507	2.62352
0.226931	19.0854	19.0854	5.72562
0.261349	40.8071	40.8071	12.2421
0.244246	20.6651	20.6651	6.19953
0.292587	25.9012	25.9012	7.77036
0.250537	15.0398	15.0398	4.51194
0.242726	12.7375	12.7375	3.82125
0.262313	10.7757	10.7757	3.23271
0.27068	18.5963	18.5963	5.57889
0.273893	17.5469	17.5469	5.26407
0.255053	18.0971	18.0971	5.42913
0.269443	64.4457	64.4457	19.3337
0.260469	69.1334	69.1334	20.74
0.288229	95.6192	95.6192	28.6858
0.258176	52.9022	52.9022	15.8707
0.24145	65.9273	65.9273	19.7782
0.247831	85.2677	85.2677	25.5803
0.263768	96.669	96.669	29.0007
0.232897	71.3689	71.3689	21.4107
0.310381	443.724	443.724	133.117
0.304774	345.25	345.25	103.575
0.355786	1127.48	1127.48	338.244
0.364666	781.757	781.757	234.527
0.437727	3713.45	3713.45	1114.03
0.403813	1582.46	1582.46	474.738
0.411709	1518.88	1518.88	455.664
0.358931	566.364	566.364	169.909
0.36396	959.828	959.828	287.948
0.365851	1325.22	1325.22	397.566
0.320692	561.286	561.286	168.386
0.308841	653.387	653.387	196.016
0.272305	222.946	222.946	66.8838
0.270307	122.559	122.559	36.7677
0.293507	295.442	295.442	88.6326
0.281608	167.765	167.765	50.3295
0.293167	162.524	162.524	48.7572
0.236556	40.0015	40.0015	12.0004
0.19683	36.6113	36.6113	10.9834
0.165706	21.0429	21.0429	6.31287
0.097404	5.7633	5.7633	1.72899
0.084852	6.29798	6.29798	1.88939
0.115844	8.3885	8.3885	2.51655
0.121547	4.90155	4.90155	1.47047
0.136589	6.97135	6.97135	2.0914
0.142936	4.06777	4.06777	1.22033
0.084638	0.789033	0.789033	7.89033e-05
0.136884	2.21575	2.21575	0.000221575
0.125301	0.988049	0.988049	9.88049e-05
0.136686	1.90491	1.90491	0.000190491
0.133732	1.33897	1.33897	0.000133897
0.11099	1.07562	1.07562	0.000107562
0.178431	7.73795	7.73795	2.32138
0.193494	7.68939	7.68939	2.30682
0.148693	2.30512	2.30512	0.691536
0.155109	4.87346	4.87346	1.46204
0.201493	9.28257	9.28257	2.78477
0.175776	3.5917	3.5917	1.07751
0.165783	3.28353	3.28353	0.985059
0.199699	6.77681	6.77681	2.03304
0.231226	16.1987	16.1987	4.85961
0.210292	11.7676	11.7676	3.53028
0.229519	16.8794	16.8794	5.06382
0.261113	34.5907	34.5907	10.3772
0.265055	25.0763	25.0763	7.52289
0.28286	21.481	21.481	6.4443
0.231108	6.89775	6.89775	2.06933
0.254184	14.8391	14.8391	4.45173
0.285304	27.5043	27.5043	8.25129
0.256651	13.7502	13.7502	4.12506
0.287918	35.7102	35.7102	10.7131
0.279972	39.9586	39.9586	11.9876
0.274799	44.2431	44.2431	13.2729
0.285	80.2785	80.2785	24.0835
0.298636	127.62	127.62	38.286
0.30848	296.41	296.41	88.923
0.258972	148.299	148.299	44.4897
0.271249	246.788	246.788	74.0364
0.29949	516.625	516.625	154.987
0.232213	86.0163	86.0163	25.8049
0.249923	147.597	147.597	44.2791
0.265985	164.098	164.098	49.2294
0.273228	235.14	235.14	70.542
0.32134	397.552	397.552	119.266
0.414935	2524.33	2524.33	757.299
0.415093	2022.56	2022.56	606.768
0.33699	367.048	367.048	110.114
0.354594	935.462	935.462	280.639
0.354321	895.308	895.308	268.592
0.364687	1205.32	1205.32	361.596
0.328342	614.279	614.279	184.284
0.293665	296.665	296.665	88.9995
0.229184	87.7067	87.7067	26.312
0.270576	165.24	165.24	49.572
0.273388	150.511	150.511	45.1533
0.285453	224.903	224.903	67.4709
0.287478	189.922	189.922	56.9766
0.243537	74.0678	74.0678	22.2203
0.20569	53.0323	53.0323	15.9097
0.158865	20.8125	20.8125	6.24375
0.116269	7.16885	7.16885	2.15065
0.088355	5.2604	5.2604	1.57812
0.100007	5.29002	5.29002	1.58701
0.133509	9.0663	9.0663	2.71989
0.199883	16.5364	16.5364	4.96092
0.136143	3.25101	3.25101	0.975303
0.10038	1.2138	1.2138	0.00012138
0.138853	1.3417	1.3417	0.00013417
0.144573	2.16068	2.16068	0.000216068
